cart_value,shipping_cost,has_discount_int,device_encoded,traffic_source_encoded,products_viewed,time_on_page_seconds,actual_abandoned,predicted_abandoned,abandonment_probability
126.79,4.95,0,1,4,13,27,1,1,0.5257043403405429
87.52,12.69,0,0,3,7,266,1,1,0.5159879515272677
187.46,17.02,0,0,2,11,320,0,1,0.5337534767559801
262.8,19.68,0,0,2,8,57,1,1,0.5703349080393187
306.93,21.48,0,1,2,6,451,0,1,0.5431165109862025
314.36,18.86,0,1,4,11,180,0,1,0.5231654136851486
479.9,16.32,0,1,0,10,484,0,1,0.5385479107275675
464.13,24.77,0,1,3,5,206,1,1,0.5985430596937743
220.6,19.87,1,1,3,11,593,1,1,0.5416678199159254
109.67,23.44,0,0,4,12,524,0,1,0.596681409759614
200.72,17.53,0,0,1,2,127,0,1,0.5492440206798486
214.0,22.7,0,0,1,5,241,1,1,0.5643660305109827
284.0,16.75,0,0,1,1,446,1,1,0.5407976550521448
138.41,1.26,0,1,0,10,238,0,1,0.5365567773266925
237.24,12.41,0,0,2,11,286,1,1,0.5037592983631882
459.75,17.53,0,1,0,1,301,1,1,0.5486407424692272
214.89,19.17,0,2,4,6,204,1,1,0.5814887264615964
277.07,22.17,0,0,3,14,407,1,1,0.5561570840380877
149.02,17.3,0,1,2,4,333,1,1,0.6402586212913879
357.1,24.0,0,1,4,8,91,1,1,0.5789119455850705
67.6,23.33,0,0,2,12,440,0,1,0.5698216485311373
89.18,17.65,0,1,3,7,28,0,1,0.653894496682298
277.63,20.26,0,1,2,2,214,0,1,0.6336269228982662
491.53,23.17,1,1,4,14,74,1,1,0.5689112113215455
67.59,15.57,0,1,2,7,113,1,1,0.6266412519690058
93.68,16.41,0,1,3,11,339,1,1,0.6443726541270398
284.15,15.56,0,1,4,9,265,0,1,0.5999423177124017
139.34,14.61,0,1,2,7,285,1,1,0.6175837700288006
164.06,22.69,1,1,2,1,279,1,1,0.5427737332579334
138.74,16.66,0,2,0,1,514,0,1,0.604462900540242
25.52,10.68,0,1,4,12,196,1,1,0.6045834998582145
269.1,21.19,1,1,3,3,203,1,1,0.5093730536374946
191.24,22.76,0,0,3,2,143,0,1,0.5875896573673995
144.35,18.15,1,2,1,10,324,1,1,0.5271468609290486
36.81,10.75,0,2,3,4,148,0,1,0.5512136947311381
208.74,23.81,0,1,2,13,343,0,1,0.6081690021690113
283.79,4.05,0,2,0,13,291,1,1,0.5055929905553991
217.41,23.49,0,1,0,5,552,0,1,0.6063074796283227
252.21,14.11,0,1,2,5,316,1,1,0.6088436837770971
360.54,16.27,0,2,4,13,278,1,1,0.5512709452285002
253.51,15.26,0,0,2,9,436,0,1,0.5116157722226522
154.87,23.84,1,1,3,10,215,1,1,0.5843036396464438
202.99,1.13,0,2,0,12,339,0,1,0.519968587431637
408.3,13.25,0,1,4,1,256,1,1,0.5240651586846644
187.85,24.69,1,2,4,8,190,0,1,0.5719445382269001
31.88,16.17,0,0,3,5,288,0,1,0.5724935406659943
211.99,15.29,1,1,2,3,573,1,1,0.5035023048557342
347.16,20.61,0,1,3,1,137,1,1,0.5366850523299479
433.16,17.44,0,1,4,14,183,1,1,0.5563277762921738
54.99,22.26,1,1,3,3,453,1,1,0.5361916265180554
283.95,22.74,0,2,3,4,363,1,1,0.5815318372771542
163.81,13.92,0,1,2,7,266,0,1,0.5867193006515086
234.43,14.3,0,0,2,10,173,0,1,0.5289133673549171
62.14,22.19,0,0,3,10,81,1,1,0.6478979750039707
235.33,1.26,0,1,2,6,368,1,1,0.5311659189564348
84.29,23.59,0,0,2,6,180,1,1,0.6369330571259603
95.69,13.49,0,1,0,11,546,0,1,0.6308523649799533
242.06,24.62,1,1,2,13,218,0,1,0.5392669785615425
30.16,20.97,0,2,2,9,156,1,1,0.6043861145207593
233.71,19.45,0,1,1,3,75,0,1,0.6451389430593677
183.95,24.61,0,0,2,11,171,1,1,0.5964496432438008
233.14,0.92,0,1,2,10,230,0,1,0.5661407665927882
476.81,15.7,0,1,4,6,273,1,1,0.5357178768213455
395.64,23.14,0,1,1,5,141,1,1,0.6104919136091281
344.01,20.37,0,1,2,5,433,1,1,0.5336168767223445
153.51,7.8,0,1,3,10,538,0,1,0.5189994018435743
77.06,11.38,0,0,4,10,252,0,1,0.5054700110493608
300.35,21.16,1,1,1,13,550,0,1,0.5160753162041891
217.37,6.19,0,1,4,4,404,1,1,0.5281156152142568
213.82,1.15,0,1,1,4,584,0,1,0.5733366368840482
126.58,10.0,0,1,1,6,199,1,1,0.5273454331286458
233.09,22.15,1,1,3,13,535,1,1,0.5450266383227739
175.3,23.27,0,1,1,3,72,1,1,0.6601887257086596
225.57,24.16,0,1,3,1,192,1,1,0.6354800895401866
276.39,16.83,0,1,3,4,108,1,1,0.6274861136671435
399.28,15.99,0,2,4,10,429,0,1,0.5390131018069566
418.88,13.72,0,1,3,1,60,0,1,0.5166344417657469
299.02,11.92,1,1,3,5,110,0,1,0.5002631624051941
275.45,17.32,0,0,2,4,536,0,1,0.5864608379586191
145.86,16.01,0,1,2,5,53,0,1,0.63454610265259
175.56,23.9,0,0,1,3,196,0,1,0.6012520318503464
210.59,16.38,0,1,0,8,480,1,1,0.6435697598516353
142.15,16.12,0,2,3,7,428,0,1,0.5805785330356443
128.34,16.88,1,2,2,12,513,1,1,0.5172192192890919
122.77,20.83,0,1,2,13,56,1,1,0.6027226011907332
173.07,24.7,0,1,4,4,416,1,1,0.6146153005277913
163.01,24.52,0,1,4,6,599,1,1,0.6476907172542836
287.55,18.8,0,1,3,13,592,0,1,0.6773697848011905
328.54,19.57,0,1,1,1,225,0,1,0.5422905858740044
140.21,14.23,1,1,1,8,71,0,1,0.5086075684908019
328.84,22.7,0,1,0,14,149,0,1,0.5655505143199631
184.58,14.28,0,0,2,13,570,0,1,0.5252451548990965
46.9,20.61,1,1,2,5,55,1,1,0.5314709796865095
108.42,21.42,0,0,0,3,507,0,1,0.5476885621958842
307.83,17.29,0,2,3,7,544,0,1,0.5129646579563119
255.08,19.26,0,0,1,5,194,1,1,0.5856370463989422
115.73,19.84,0,0,2,6,32,1,1,0.611486122871806
227.86,3.37,0,1,4,1,555,1,1,0.5444396722318543
187.4,21.95,0,1,4,4,562,1,1,0.6330463871260115
135.69,17.08,0,0,2,2,349,1,1,0.536331564979916
190.61,14.95,0,0,3,12,559,0,1,0.528081867323706
202.25,23.12,0,1,0,1,410,1,1,0.6488533884110859
80.61,16.9,0,1,0,11,298,1,1,0.6460432328553851
454.15,24.32,0,2,2,1,142,1,1,0.5654524431908186
213.72,15.6,0,0,2,12,153,1,1,0.5480343722277837
322.96,15.37,0,1,0,3,327,1,1,0.5433847932504502
66.58,23.69,0,0,4,11,371,1,1,0.5962290987139245
217.98,24.7,1,1,0,2,208,0,1,0.5438051448414101
231.08,24.06,0,0,3,10,489,0,1,0.565653948908614
442.55,21.96,0,1,3,11,388,1,1,0.5470738521708609
247.59,17.08,0,0,0,3,580,1,1,0.5254500476770559
157.19,1.15,0,2,3,11,593,1,1,0.5281937812565893
498.4,16.21,0,0,3,12,238,0,1,0.5401316552310538
113.32,22.25,0,0,0,10,347,1,1,0.5692223927193054
143.7,18.78,0,1,2,4,230,1,1,0.6359408478168697
133.37,16.49,0,1,2,13,313,0,1,0.6472270884215713
273.97,4.49,0,1,3,4,357,0,1,0.5133255756199984
224.46,17.23,0,0,0,14,79,0,1,0.5515079031131525
179.23,23.06,0,0,4,1,501,0,1,0.5354931555552834
23.05,22.45,0,1,1,10,579,1,1,0.6498404429894045
167.6,14.16,0,0,0,6,296,0,1,0.5208247482268933
145.1,0.45,0,1,0,14,130,0,1,0.5173143643951383
40.33,12.61,0,2,2,11,55,1,1,0.5588278107518729
240.39,21.09,0,0,3,9,469,1,1,0.54509890591165
89.65,22.55,0,2,0,2,134,1,1,0.5836714820765271
204.78,14.03,0,0,1,4,262,0,1,0.5391621757059543
255.82,13.11,0,2,3,6,102,0,1,0.5320202518445558
51.74,15.22,0,1,1,13,60,1,1,0.6377816594360266
422.48,16.4,0,1,0,9,478,1,1,0.5765752286109384
292.4,20.1,0,1,2,11,103,1,1,0.6602079152739577
237.17,3.82,0,1,2,10,507,1,1,0.5322042985135852
254.2,15.5,0,1,4,10,64,1,1,0.5996695135011705
473.98,22.23,1,1,0,10,132,0,1,0.51538387183558
441.61,21.93,0,1,3,7,277,1,1,0.5729497752351301
178.12,1.63,0,1,0,5,273,1,1,0.5309716663772275
130.04,13.2,0,0,2,7,374,1,1,0.5153382828110014
341.5,20.4,0,1,2,9,595,1,1,0.5561798106193977
312.53,22.57,0,1,0,12,442,0,1,0.533553809681038
458.89,21.46,0,1,2,11,457,0,1,0.5439345431625892
334.78,20.21,0,1,3,3,459,1,1,0.52056248494752
85.3,20.99,0,1,2,5,24,1,1,0.6623590902643557
398.2,21.16,0,1,2,4,116,1,1,0.5662018458253613
142.16,11.39,0,2,0,14,48,1,1,0.5368814326915541
286.27,21.73,0,1,2,3,119,1,1,0.6273385765722715
180.62,22.97,0,0,4,13,366,0,1,0.5760173923439855
27.55,19.38,0,0,3,10,261,0,1,0.6043854320273481
498.36,14.28,0,2,0,7,436,1,1,0.5176358287216734
269.86,1.08,0,1,2,12,133,0,1,0.5504579372977879
276.57,21.6,0,0,2,13,320,1,1,0.5374721599523248
269.49,15.29,0,1,3,9,443,1,1,0.6154099533090261
449.14,15.08,0,1,4,6,244,1,1,0.5629509529492435
459.95,17.1,0,1,3,11,380,1,1,0.5254211752450914
293.86,10.22,0,1,0,10,342,1,1,0.6175756118055424
143.19,11.4,0,0,4,10,124,1,1,0.5140426711382321
498.51,24.71,0,1,2,13,523,1,1,0.5438233459996925
219.15,4.75,0,1,4,10,158,0,1,0.51922771889961
158.57,16.39,0,1,1,4,159,1,1,0.6402003684447567
418.47,20.13,0,1,2,8,401,1,1,0.5363373667649933
58.71,15.0,1,1,4,11,174,0,1,0.518912222310073
415.85,15.0,0,0,0,6,254,1,1,0.5116504023409674
63.65,12.1,0,0,2,9,535,1,1,0.5128699039315715
92.45,4.17,0,1,3,13,271,0,1,0.505285174921256
477.56,15.55,0,2,2,12,378,1,1,0.5452445330045349
44.65,15.2,0,1,2,5,366,0,1,0.6395602452173593
124.73,19.9,0,0,3,13,28,1,1,0.5518770880198027
236.2,13.64,0,0,1,10,66,1,1,0.5323822873654458
200.73,21.2,0,0,4,5,373,1,1,0.5468083299224986
496.63,22.33,0,1,2,9,72,1,1,0.6006325967014281
451.61,22.5,0,1,2,10,537,0,1,0.5316496264610285
37.59,21.01,0,1,0,1,121,1,1,0.6621958168205211
95.95,24.25,0,1,2,7,254,1,1,0.6347208926846448
291.2,21.42,0,2,2,5,241,1,1,0.6320645704185508
387.33,14.11,0,1,2,3,115,0,1,0.5283428335943104
99.31,14.32,0,0,3,13,44,0,1,0.5491235470388581
97.02,16.58,0,0,4,11,155,1,1,0.5957820775175574
194.43,21.24,0,1,2,5,358,1,1,0.6319743686445637
102.4,18.46,0,1,0,8,325,1,1,0.6554953259172516
245.29,17.07,0,0,4,11,160,1,1,0.5742262039914869
384.22,19.81,0,2,4,6,270,1,1,0.5263471409078231
149.41,20.46,0,1,4,4,437,0,1,0.6349955808829162
241.84,11.54,0,0,2,12,225,0,1,0.5177231611478519
188.43,24.64,0,1,4,7,374,0,1,0.6192152223549252
297.25,21.55,0,0,0,2,526,0,1,0.5209287450138393
469.87,15.32,0,1,2,14,409,1,1,0.5258328593415081
83.25,23.45,0,2,1,13,183,0,1,0.5843751003623089
405.26,19.66,0,1,3,12,22,1,1,0.5257024612355231
255.59,13.96,0,0,0,1,105,1,1,0.5268304688007305
342.31,19.89,0,1,0,3,516,0,1,0.5272405504689069
291.5,5.39,0,1,2,1,529,1,1,0.5539683543427553
151.31,12.22,0,2,2,12,358,1,1,0.5854487937336317
429.83,18.28,0,1,2,4,115,0,1,0.5503303776178933
449.87,15.65,0,1,2,13,174,1,1,0.551437711967791
87.13,18.76,0,1,1,13,551,1,1,0.6252621079713091
341.34,24.75,0,1,3,5,258,1,1,0.5715998553336523
263.78,22.81,0,1,3,9,30,1,1,0.6271452154805974
37.01,24.54,1,1,2,12,134,0,1,0.5419450517093053
124.47,18.13,0,0,4,4,435,0,1,0.5632882900683254
193.92,6.07,0,1,4,5,407,0,1,0.506787938732333
66.63,23.56,0,1,2,7,195,1,1,0.6311485844654912
144.16,21.59,0,0,2,10,116,1,1,0.571927960368375
192.64,0.16,0,2,2,2,471,0,1,0.5191674187804933
352.74,15.91,0,1,4,14,593,0,1,0.6334646683971251
295.01,16.91,0,1,2,4,521,0,1,0.6669302346354601
118.68,22.18,0,0,3,6,236,1,1,0.6363920480590036
318.18,20.53,0,1,4,11,498,1,1,0.5378033474279548
185.74,14.1,0,1,2,1,463,1,1,0.6192007356159231
256.77,16.36,0,2,4,4,447,0,1,0.5499540958979791
58.27,23.06,1,2,2,14,466,0,1,0.5162860325631192
181.65,21.02,0,0,0,4,282,1,1,0.5487455196025365
356.94,17.71,0,1,3,4,391,0,1,0.5575584327587543
144.47,12.36,0,2,2,14,358,0,1,0.5378589267137482
411.01,18.94,0,1,3,6,329,1,1,0.5522325722178268
119.93,23.84,0,0,3,4,24,1,1,0.5478376002809606
291.17,18.17,0,1,4,1,322,1,1,0.6800538825081116
206.04,14.51,0,2,4,7,328,1,1,0.5452770054691101
143.31,4.38,0,1,2,13,455,0,1,0.5177978844096276
265.59,5.25,0,1,3,6,472,1,1,0.5004918717288477
294.02,24.03,1,1,2,12,501,0,1,0.5633325751341127
287.1,20.23,1,1,4,14,482,0,1,0.5724469748665668
268.06,22.94,0,1,2,12,432,0,1,0.6242816600333739
27.1,17.73,0,1,0,12,336,1,1,0.640531469848729
106.19,7.08,0,1,4,14,134,1,1,0.5104719748361541
29.7,11.75,0,1,3,2,555,1,1,0.6048442896912001
144.69,14.02,0,1,3,8,286,1,1,0.5921160984780451
99.5,22.43,0,1,4,10,41,1,1,0.621769160438254
404.27,19.51,0,2,3,5,262,0,1,0.5315637152676339
355.21,19.92,0,1,3,14,288,0,1,0.5574236055059063
149.37,10.22,0,2,4,4,422,1,1,0.561019733399708
137.69,12.28,0,0,2,8,204,0,1,0.5390135531154855
262.65,24.25,1,1,3,13,490,0,1,0.5478410700763403
223.1,14.3,0,0,4,3,583,1,1,0.5735562972168828
105.56,10.9,0,0,0,7,166,1,1,0.5332295438892081
23.15,22.81,0,0,2,2,23,1,1,0.5992680870914163
349.39,23.94,1,1,3,5,99,1,1,0.5639780078766862
242.37,21.62,1,1,2,11,125,0,1,0.5418340668306688
348.96,24.98,0,0,0,7,323,1,1,0.5387076555206296
211.5,23.02,0,2,2,7,43,1,1,0.5775070646767724
375.27,20.46,0,1,3,7,366,1,1,0.5436326397510882
434.21,22.76,1,1,4,14,569,0,1,0.525469194610817
295.92,21.66,1,1,1,4,82,1,1,0.5372228645034116
379.16,20.7,0,1,1,14,468,1,1,0.5410148945445122
273.35,24.99,0,0,0,13,463,0,1,0.522786532250294
322.77,19.7,0,1,4,7,62,1,1,0.5307497636824481
74.93,17.07,0,1,3,12,326,0,1,0.6407857967823983
427.11,12.09,0,1,3,9,549,0,1,0.5049961800070794
396.26,21.89,0,1,3,9,339,0,1,0.5943772657259881
356.14,22.97,0,1,2,4,386,1,1,0.593117578129556
481.83,16.63,0,1,0,2,456,1,1,0.5254458071131166
141.64,16.93,0,1,2,3,357,0,1,0.6467134206366733
89.84,6.13,0,1,2,11,119,1,1,0.521130087737645
198.68,21.28,0,0,1,6,127,0,1,0.5736733196767616
169.76,11.03,0,1,3,14,84,0,1,0.5740717225997987
138.1,20.53,1,1,2,12,96,1,1,0.5485607465111202
183.16,20.37,1,1,3,9,75,0,1,0.5544306690593205
281.15,19.83,0,1,4,1,393,0,1,0.6454841983289767
189.83,13.12,0,1,2,10,172,1,1,0.5888245685078413
417.2,23.45,0,1,0,12,278,1,1,0.5887524852859334
224.49,18.17,0,0,3,2,213,1,1,0.5870362122379844
100.22,18.99,0,1,0,8,311,1,1,0.6518058950229425
201.94,18.4,0,0,0,7,380,1,1,0.5451654518179457
248.34,15.91,0,0,3,6,539,1,1,0.5592502814938887
240.69,0.09,0,1,4,4,18,0,1,0.5247912798160427
290.45,21.49,0,2,3,10,574,1,1,0.5874552457585316
237.82,24.9,0,0,3,3,561,0,1,0.520447254144822
457.97,15.4,0,2,0,11,302,1,1,0.5235133188800019
177.86,24.16,0,1,0,9,233,1,1,0.6607926234973409
78.31,19.43,1,1,2,7,535,0,1,0.5297920608143255
223.14,16.77,0,0,4,5,426,0,1,0.5399208958187515
218.53,20.48,0,1,2,2,326,1,1,0.6357573082001174
102.47,17.62,0,0,0,13,316,0,1,0.5493426181521683
172.51,5.56,0,1,3,1,247,1,1,0.5021657922457265
193.4,19.47,0,1,2,10,319,1,1,0.6471289071617718
88.13,20.13,0,0,3,10,95,0,1,0.6514199943748328
126.52,22.83,0,1,1,6,341,1,1,0.6382915168590305
137.09,0.32,0,1,2,11,519,1,1,0.5273745553848744
175.09,21.65,0,1,3,3,269,1,1,0.652509934359828
124.31,3.89,0,1,4,12,327,0,1,0.5088356718526446
53.44,9.97,0,1,0,10,543,0,1,0.5312105635674235
51.61,10.42,0,1,2,11,105,0,1,0.5933472791046895
248.7,17.74,0,0,3,12,96,1,1,0.5758726433566458
116.96,21.81,0,0,0,3,162,1,1,0.6046060408178132
40.55,20.35,0,1,1,3,393,1,1,0.6445141174277389
125.98,6.75,0,1,0,4,583,0,1,0.512320835011678
330.05,17.88,0,0,4,12,230,1,1,0.5069579061062172
227.25,0.53,0,1,2,5,272,1,1,0.531929771833248
161.65,20.88,0,1,2,4,210,1,1,0.6268811954952997
151.05,5.58,0,1,2,8,342,0,1,0.5258350434508589
225.72,18.17,0,2,2,3,70,0,1,0.6178559625778596
294.34,14.14,0,1,0,7,439,1,1,0.6299098706408321
192.8,16.8,1,1,3,10,196,1,1,0.5386217938046574
336.63,16.11,0,1,1,13,302,0,1,0.5644430782295382
43.62,24.29,0,0,4,10,71,1,1,0.6270482913636678
109.64,21.54,0,0,1,6,157,1,1,0.625013733924793
239.08,15.96,0,1,4,8,335,1,1,0.6127336993979593
161.85,12.61,0,0,3,5,519,0,1,0.520622693620532
236.33,9.91,0,1,0,2,358,1,1,0.5226173385025964
208.26,16.91,1,1,2,5,329,0,1,0.5242997814534576
33.17,23.62,0,1,3,6,21,1,1,0.6748526769286444
314.46,21.1,0,1,2,6,274,1,1,0.5130083013786106
192.03,14.07,0,0,1,7,174,0,1,0.5472242654784302
330.52,17.88,0,1,4,14,187,1,1,0.5662538121905081
20.6,2.62,0,2,4,8,61,1,1,0.5174888162265809
68.76,11.19,0,1,3,12,435,0,1,0.5896055048037762
79.09,21.94,0,0,4,13,397,0,1,0.6108024294702619
36.51,17.46,0,0,2,5,43,0,1,0.566422546661764
252.59,22.1,0,1,3,14,403,1,1,0.6116321234068822
298.92,12.33,0,1,1,11,206,1,1,0.6100738953883873
33.63,23.41,0,1,3,13,458,0,1,0.6123775758757284
248.71,24.31,0,1,2,2,440,1,1,0.6199720322675698
125.09,12.72,0,1,0,13,462,0,1,0.5869071152092614
174.35,17.14,0,1,0,4,426,0,1,0.6450727507873553
191.86,14.56,0,1,3,14,298,0,1,0.6012612122927341
235.69,24.52,0,0,3,12,218,1,1,0.5983853825666672
432.97,16.35,0,1,4,3,486,0,1,0.5622847256490615
242.23,6.18,0,1,4,7,429,0,1,0.5065928896640184
39.87,11.26,0,1,1,8,319,1,1,0.6266706294852303
405.84,23.03,0,0,0,11,214,1,1,0.5169352158258531
366.93,19.25,0,1,3,7,451,1,1,0.5360476060663979
107.89,23.17,0,1,3,5,122,1,1,0.639201934125919
136.15,15.83,0,0,4,7,462,0,1,0.562345849305807
87.07,22.43,0,1,2,5,522,0,1,0.6404255749744198
154.45,19.75,0,0,2,1,320,1,1,0.5624829863035772
52.34,20.86,1,1,0,3,417,0,1,0.534502000559701
182.06,20.12,0,0,1,9,584,1,1,0.5624892522235719
262.41,23.45,0,0,3,5,40,1,1,0.5177119383229791
497.06,23.94,0,1,0,12,392,1,1,0.5436378435954837
431.24,17.74,0,1,3,12,253,1,1,0.5613832876609918
346.48,22.1,0,0,0,5,64,1,1,0.5263665084133755
96.44,15.82,0,1,3,7,63,1,1,0.6317825995748116
183.79,5.44,0,1,0,14,481,0,1,0.5341169020721706
202.08,14.24,0,0,3,2,108,0,1,0.5785902388195653
194.6,23.32,0,1,4,6,206,0,1,0.6282669586618673
183.16,22.16,0,0,2,6,587,1,1,0.5788461133261484
252.81,17.89,1,1,0,3,32,1,1,0.5294918317928055
217.24,15.55,0,0,3,6,435,0,1,0.5405604852352381
222.88,17.4,0,2,2,8,571,1,1,0.6258920780527796
377.43,19.19,0,2,4,11,304,0,1,0.5546901763617021
309.89,21.32,0,1,4,12,70,0,1,0.5510031985489755
208.14,19.67,0,0,0,6,203,0,1,0.5627473188778308
421.4,23.48,0,1,3,1,363,0,1,0.5933734773971868
93.93,4.56,0,1,3,12,254,0,1,0.5247435134094547
40.95,22.97,0,1,3,1,331,1,1,0.6443417446539748
377.89,24.79,0,1,2,1,311,0,1,0.624727178963473
333.65,22.06,0,1,4,13,80,1,1,0.5413185832446917
272.61,21.63,0,1,4,14,93,1,1,0.5767734289859949
282.3,21.69,0,0,3,5,239,0,1,0.5617189285579527
129.23,19.7,0,1,3,10,294,1,1,0.6401353935542933
404.82,11.3,0,1,4,3,289,1,1,0.5126859677778601
293.74,4.88,0,1,2,7,278,0,1,0.5044491071026375
36.5,12.88,0,1,3,8,337,0,1,0.578635237071142
495.84,24.71,1,1,4,11,151,1,1,0.5474833826990044
111.02,12.87,0,1,3,11,207,1,1,0.5859593764765899
286.6,13.8,0,1,3,10,26,0,1,0.6124767704369737
292.96,17.11,1,1,2,4,380,1,1,0.5190366489168422
280.08,17.28,0,0,1,7,458,1,1,0.5503142856100417
46.89,15.41,1,1,3,14,21,0,1,0.5975854010835655
211.01,17.05,0,1,0,12,461,1,1,0.6535067570190144
199.51,20.15,1,1,3,7,201,1,1,0.5285153674559504
285.11,24.86,1,1,2,9,385,1,1,0.5118539627652146
97.36,15.99,0,0,0,8,238,0,1,0.5523511859799588
408.22,17.87,0,1,4,3,66,0,1,0.5394028753793052
433.79,24.34,0,2,0,8,492,1,1,0.5469653242660619
256.35,14.74,0,0,4,4,133,1,1,0.5506437021375215
230.22,4.32,0,1,2,9,585,1,1,0.551373121730435
234.65,1.14,0,1,2,4,217,1,1,0.55087919595805
215.62,13.44,0,1,0,8,11,1,1,0.6037995967977295
62.65,20.19,0,0,0,5,417,1,1,0.5702274612853138
284.12,19.83,1,1,4,12,588,1,1,0.5669954655343776
437.79,16.2,0,2,3,10,437,1,1,0.5317328827624711
101.67,18.48,0,2,2,2,244,1,1,0.6177165248219776
164.04,17.38,1,1,3,14,537,1,1,0.5532622505836524
90.5,5.58,0,2,4,11,82,0,1,0.5405997659653763
478.18,22.99,0,1,2,9,565,1,1,0.5321860265191602
273.99,16.13,0,0,2,12,353,0,1,0.5001808017194908
371.9,11.38,0,1,2,9,168,0,1,0.5061116294540029
367.9,22.98,0,1,3,3,351,0,1,0.5904760776887403
270.84,23.68,1,1,0,2,257,1,1,0.5991223458077262
192.0,0.95,0,1,1,5,344,0,1,0.5339489512976521
498.67,22.05,0,0,1,8,39,0,1,0.5303357576862779
258.53,13.89,0,0,2,14,595,1,1,0.5586510895045195
117.39,15.04,0,0,4,7,83,1,1,0.5874195957135216
363.1,16.18,0,2,0,5,266,1,1,0.5287473592243227
79.13,16.09,1,1,4,4,133,0,1,0.5391133103436083
40.49,23.6,0,0,2,3,343,1,1,0.5767673821149562
152.43,14.85,0,2,3,6,59,0,1,0.5803629073700673
147.59,21.49,0,0,1,10,432,1,1,0.5529195672355822
64.19,13.51,0,0,1,6,71,0,1,0.526706025338453
29.68,19.49,1,0,3,5,69,0,1,0.5419098592634755
102.84,20.07,1,1,1,11,144,1,1,0.5032851396083786
29.47,0.01,0,1,0,9,440,0,1,0.52669903941535
139.93,17.36,0,1,0,6,147,1,1,0.6396759317532665
49.08,16.79,0,0,4,10,250,1,1,0.5527863341672877
74.08,15.16,0,1,3,9,139,1,1,0.6428916350426357
165.32,23.86,1,0,0,13,22,0,1,0.5005119898296865
186.66,20.22,0,1,4,11,269,0,1,0.644471976668988
281.57,12.19,0,1,3,10,377,1,1,0.5599242628464121
172.1,17.88,0,0,3,3,552,1,1,0.585694998467838
244.85,14.33,0,1,3,13,44,1,1,0.5859138371632155
174.96,14.79,0,1,3,13,385,1,1,0.6191647121090275
145.05,9.09,0,1,3,2,372,0,1,0.5159754196171921
456.17,15.05,0,1,4,14,150,0,1,0.5648599049427118
199.34,17.22,0,1,3,1,274,0,1,0.6662645792769878
192.31,22.73,0,0,2,8,118,0,1,0.567319907459078
236.99,7.42,0,1,4,12,74,1,1,0.5214189438137062
182.96,17.0,0,1,0,13,504,0,1,0.6514198361224001
107.08,22.06,1,1,2,4,194,1,1,0.557333070512927
48.21,16.53,0,0,4,3,365,1,1,0.5752105711527229
161.92,22.92,0,1,0,10,319,1,1,0.6559907895851872
433.17,20.46,0,1,2,13,174,1,1,0.5309737413497493
141.04,23.91,1,2,2,10,436,1,1,0.5444020154712199
81.01,18.06,0,1,2,4,473,0,1,0.6496129552683868
246.09,21.6,0,0,3,3,118,0,1,0.5687019870536141
147.21,2.81,0,1,1,10,171,1,1,0.5311541920435185
26.41,14.65,0,1,3,5,504,1,1,0.6138341338082877
111.48,15.68,0,1,0,11,149,0,1,0.629420645628225
217.43,13.52,0,0,3,9,256,1,1,0.5042914316666898
346.83,12.78,0,1,3,8,594,0,1,0.5298260606609212
287.16,14.75,0,1,2,2,61,1,1,0.6296070659584734
276.42,18.62,0,0,4,2,146,0,1,0.5795913782145056
306.37,22.58,1,1,2,12,157,1,1,0.5303059873730254
65.89,22.37,1,2,1,7,108,0,1,0.5368602181784241
174.29,18.58,0,2,3,4,229,1,1,0.6221750185315291
220.44,1.02,0,1,3,6,461,0,1,0.5027802496352579
215.62,13.49,0,1,2,4,120,1,1,0.5768302963114015
69.39,20.4,0,1,3,3,212,1,1,0.6532449287128169
345.13,15.05,0,1,3,14,219,1,1,0.5944847626000235
242.29,17.22,0,1,2,7,586,1,1,0.6524596127775293
99.88,24.68,0,1,3,1,317,1,1,0.6473462018526894
245.87,15.42,0,2,2,13,434,1,1,0.5721954757361513
23.98,21.49,0,0,4,13,229,0,1,0.6356188401423511
328.06,23.5,1,2,2,6,80,1,1,0.5003692087170151
456.34,20.08,0,0,2,6,228,0,1,0.5051147226283674
258.41,17.74,0,1,1,13,15,0,1,0.6350301995829621
118.13,2.4,0,1,1,12,214,0,1,0.505675515729267
106.73,10.1,0,1,4,10,555,0,1,0.5727124408625264
481.81,17.16,0,2,3,6,175,1,1,0.5169517689971224
172.52,10.31,0,1,3,7,100,0,1,0.5824197165734577
331.38,24.18,0,1,0,7,527,1,1,0.5469777165789845
149.12,21.15,0,0,2,7,328,1,1,0.564811801154136
152.7,13.54,0,0,2,12,74,1,1,0.5284581974677576
154.87,18.34,0,0,3,13,90,0,1,0.5938310819482489
190.19,24.39,0,0,4,6,528,1,1,0.5777395739043228
210.27,13.72,0,0,3,3,533,0,1,0.5410451482102803
131.16,15.42,0,0,1,10,77,1,1,0.5689972546594031
47.95,2.42,0,1,3,9,23,0,1,0.5221106256331012
235.99,3.64,0,1,2,14,332,1,1,0.5207032202106702
238.74,17.68,0,0,4,4,548,0,1,0.5918332213723133
169.95,22.21,0,0,2,5,24,0,1,0.5341944128385706
156.56,17.18,0,1,4,12,587,1,1,0.696291166651295
456.4,21.13,0,1,3,13,465,1,1,0.5509484979031183
